,id,DISCUSSES_API,result
0,33149428,True,False
1,34828701,False,False
2,39013425,True,False
3,38983145,True,False
4,58957532,True,True
5,70306401,True,False
6,43478659,True,False
7,50095188,True,False
8,53567257,True,False
9,68900264,True,False
10,38779638,False,True
11,60223951,True,False
12,62201784,True,True
13,42648108,False,False
14,50158081,False,False
15,39560099,False,False
16,43544694,False,False
17,34917727,False,False
18,35248976,False,False
19,41778964,False,True
20,56876823,False,False
21,42309134,False,False
22,23909249,False,False
23,23000418,False,False
24,23021807,False,False
25,34251641,False,False
26,21447530,False,False
27,34100209,False,False
28,40660475,False,False
29,27365601,False,False
30,56631193,False,False
31,56776919,False,False
32,22623324,False,False
33,64342716,False,False
34,40832032,False,False
35,63942111,False,True
36,37865361,False,False
37,34752351,False,False
38,71176571,False,False
39,67688982,False,False
40,56893150,False,True
41,53806207,False,False
42,53159173,False,False
43,68468985,False,False
44,55423048,False,False
45,60323023,False,False
46,64386761,False,False
