,id,DISCUSSES_API,result
0,31362573,False,False
1,41845773,False,False
2,43173297,False,False
3,46693095,False,False
4,50653962,False,False
5,52092405,False,False
6,65254535,True,False
7,32591466,True,False
8,17834995,True,False
9,22937650,True,False
10,26474693,True,False
11,38560748,True,False
12,49801060,True,False
13,47857112,True,False
14,43367805,True,False
15,47975866,True,False
16,57348149,True,False
17,50695778,True,False
18,54890013,True,False
19,41128526,True,False
20,48977649,True,False
21,47768950,True,False
22,50091272,True,False
23,19760741,True,False
24,38476733,True,False
25,50472696,True,False
26,30765820,True,False
27,59196316,True,False
28,65330288,True,False
29,75382340,True,False
30,21947813,True,False
31,39322930,True,False
32,55239010,True,False
33,45700658,True,False
34,44317615,True,False
35,47234997,True,False
