,Unnamed: 0,id,Unnamed: 2,result,HAS_API,DISCUSSES_API,Unnamed: 6,Unnamed: 7,LSA_summary,discusses_api_result,lexrank_summary
0,17,40318380,https://stackoverflow.com/questions/40318380,,False,False,,,,False,pandas DataFrame: How to cut a dataframe using custom ways?. I want to cut a DataFrame to several dataframes using my own rules.
1,1,55204418,https://stackoverflow.com/questions/55204418,True,True,False,,,"How to rename categories after using pandas.cut with IntervalIndex? Example: The resulting categories will be: I am trying to change [(0, 1] < (2, 3] < (4, 5]] into something like 1, 2 ,3 or small, medium ,large.",True,"How to rename categories after using pandas.cut with IntervalIndex?. Example: The resulting categories will be: I am trying to change [(0, 1] < (2, 3] < (4, 5]] into something like 1, 2 ,3 or small, medium ,large."
2,2,32552027,https://stackoverflow.com/questions/32552027,True,True,True,,,"With `pandas.cut()`, how do I get integer bins and avoid getting a negative lowest bound? I am trying to use the precision and include_lowest parameters of pandas.cut(), but I can't get the intervals consist of integers rather than floats with one decimal.",True,"With `pandas.cut()`, how do I get integer bins and avoid getting a negative lowest bound?. I am trying to use the precision and include_lowest parameters of pandas.cut(), but I can't get the intervals consist of integers rather than floats with one decimal."
3,3,30127427,https://stackoverflow.com/questions/30127427,True,True,True,,,"What I'm trying to do is produce something like > 200 for the first example and < 10 for the second. Have I exhausted all the possibilities, or is there something in cut() or elsewhere in pandas that would help me do this?",True,"The pandas cut() documentation states that: ""Out of bounds values will be NA in the resulting Categorical object."" What I'm trying to do is produce something like > 200 for the first example and < 10 for the second."
4,4,30211923,https://stackoverflow.com/questions/30211923,True,True,True,,,"What is the difference between pandas.qcut and pandas.cut? The documentation says: http://pandas.pydata.org/pandas-docs/dev/basics.html ""Continuous values can be discretized using the cut (bins based on values) and qcut (bins based on sample quantiles) functions"" Sounds very abstract to me...",True,"What is the difference between pandas.qcut and pandas.cut?. The documentation says: http://pandas.pydata.org/pandas-docs/dev/basics.html ""Continuous values can be discretized using the cut (bins based on values) and qcut (bins based on sample quantiles) functions"" Sounds very abstract to me..."
5,5,46775308,https://stackoverflow.com/questions/46775308,True,True,True,,,"pandas cut: how to convert categorical labels to strings (otherwise cannot export to Excel)? I use pandas.cut() to discretise a continuous variable into a range, and then group by the result.",True,"pandas cut: how to convert categorical labels to strings (otherwise cannot export to Excel)?. I use pandas.cut() to discretise a continuous variable into a range, and then group by the result."
6,6,42442043,https://stackoverflow.com/questions/42442043,True,True,False,,,"I need to group it along positionX, positionY and do binning in energy classes. So, I try to use dask.",False,"I need to group it along positionX, positionY and do binning in energy classes. So, I try to use dask."
7,7,32744558,https://stackoverflow.com/questions/32744558,True,True,True,,,python bin data and return bin midpoint (maybe using pandas.cut and qcut) Can I make pandas cut/qcut function to return with bin endpoint or bin midpoint instead of a string of bin label? Currently with category / string values.,True,python bin data and return bin midpoint (maybe using pandas.cut and qcut). Can I make pandas cut/qcut function to return with bin endpoint or bin midpoint instead of a string of bin label?
8,8,16319106,https://stackoverflow.com/questions/16319106,,True,False,,,,False,"What's the equivalent of cut/qcut for pandas date fields?. The buckets (or levels) in the 'date cut' would be equivalent to a pandas.PeriodIndex, and then I want to label each value of df['recd'] with the period it falls into?"
9,9,19248234,https://stackoverflow.com/questions/19248234,,True,False,,,,True,"sorting pandas dataframes according to cut in python?. if I use pandas.cut to generate bins labels like [0.3, 0.5), ..., how can I sort the dataframe according to these bins in ascending order?"
10,10,22286930,https://stackoverflow.com/questions/22286930,,True,True,,,,True,Is it possible to use cut on a collection of datetimes?. Is it possible to use pandas.cut to make bins out of datetime stamps?
11,11,26879295,https://stackoverflow.com/questions/26879295,,True,True,,,,False,Using pandas pd.cut to generate a categorical variable with statsmodels. I'd like to use this in a subsequent statsmodel defined regression including this dummy variable.
12,12,31416684,https://stackoverflow.com/questions/31416684,,True,True,,,,True,Python pandas.cut. Edit: Added defT Does using pandas.cut change the structure of a pandas.DataFrame.
13,13,35027279,https://stackoverflow.com/questions/35027279,,True,False,,,,False,I would like to plot a heatmap from a DataFrame in pandas. Is there a way to directly generate what I want from the DataFrame?
14,14,37215876,https://stackoverflow.com/questions/37215876,,True,False,,,,True,Grouping values using pandas cut. I'm trying to group values in a few csv files into bins that are in an XML file (groups.xml).
15,15,37823074,https://stackoverflow.com/questions/37823074,,True,True,,,,True,"How to do pandas 2D cut. I'm familiar with pandas cut(), and am looking for an efficient way to do it in 2 dimension."
16,16,38927585,https://stackoverflow.com/questions/38927585,,True,False,,,,True,Convert pandas cut operation to a regular string. I get the foll.
17,18,41983874,https://stackoverflow.com/questions/41983874,,True,False,,,,False,"In dataframe A, two of the integer columns taken together represent an interval. It turns out that the ideas shoyer has in there never made it into pandas, but it got me thinking -- it might be possible to do this within pandas, and since I want this code to be as fast as python can possibly go, I'd rather not dump my data out of pandas until the very end."
18,19,42265471,https://stackoverflow.com/questions/42265471,,True,False,,,,True,"applying pandas cut within a groupby. I'm trying to create bins (A_bin) within a DataFrame based on one column (A), and then create unique bins (B_bin) based on another column (B) within each of the original bins."
19,20,42347173,https://stackoverflow.com/questions/42347173,,True,True,,,,True,"In the first case, I use a very simple DataFrame to try using pandas.cut() to count the number of unique values in one column within a range of another column. I expect the first bin (1462320000, 1462406400] to have 5 unique values, and other bins including the last bin (1462752000, 1462838400] to have 0 unique values."
20,21,43057733,https://stackoverflow.com/questions/43057733,,True,True,,,,True,"How to use `pandas.cut()` to bin the data based on a column other than the column being binned?. I'm binning the data of one column in the pandas dataframe, based on the categorical value of another column."
21,22,43251277,https://stackoverflow.com/questions/43251277,,True,False,,,,True,"Sort bins from pandas cut. Using pandas cut I can define bins by providing the edges and pandas creates bins like (a, b]."
22,23,45721456,https://stackoverflow.com/questions/45721456,,True,False,,,,False,"I'm trying to find an easier way to run aggregate functions with my dataframe instead of extracting data  manually and running the functions separately from the Data Frame itself. More concretely, I have a df: Which outputs the following Data frame with the index set as the binned age groups: Is it possible to groupby the current index (Age Grps) to produce the following result: What I want to be able to do is run aggregate statistics for each age group, such as Average Assists for each age group, Average Goals, Average Shot on Goals, etc."
23,24,47053770,https://stackoverflow.com/questions/47053770,,True,True,,,,False,Or to convert the output to non-categorical?. Or is there maybe an easy way to convert this categorical object to a non-categorical one?
