,id,DISCUSSES_API,result
0,36925354,False,False
1,32967201,False,False
2,45748016,False,False
3,38256104,True,False
4,32801806,True,True
5,33088010,False,True
6,40339886,True,True
7,33001585,False,True
8,29806936,True,True
9,39046931,True,True
10,11637384,False,True
11,71258548,True,True
12,59132467,True,True
13,41103800,True,True
14,39862654,True,True
15,57795399,False,False
16,55695924,False,True
17,35830833,True,True
18,71565413,True,True
19,51715082,False,False
20,49583500,True,True
21,47113449,True,True
22,45635539,True,True
23,30518588,True,True
24,65773511,True,True
25,68917844,True,True
26,19590966,True,True
27,45511085,False,True
28,37360929,True,True
29,56782842,False,False
30,44294936,False,False
31,43897018,True,True
32,70819937,True,True
33,75039860,False,False
34,21655629,True,True
35,72657415,False,True
36,71545135,True,False
37,74087564,False,False
38,30644769,True,True
39,33771675,False,False
40,48519236,False,False
41,29929639,False,True
42,29138743,False,False
43,55484356,False,True
44,38543800,True,False
45,61897319,False,True
46,60237702,True,True
47,44568806,False,False
48,11761884,True,True
49,53002047,True,False
50,12193253,True,True
51,53927219,True,True
52,53853826,True,True
