"History is littered with hundreds of conflicts over the future of a community, group, location or business that were ""resolved"" when one of the parties stepped ahead and destroyed what was there. With the original point of contention destroyed, the debates would fall to the wayside. Archive Team believes that by duplicated condemned data, the conversation and debate can continue, as well as the richness and insight gained by keeping the materials. Our projects have ranged in size from a single volunteer downloading the data to a small-but-critical site, to over 100 volunteers stepping forward to acquire terabytes of user-created data to save for future generations.","resolve community,resolve location,resolve business,resolve group,download data to small-but-critical site,acquire terabytes of user-created data,save  for future generations"
"This collection contains the output of many Archive Team projects, both ongoing and completed. Thanks to the generous providing of disk space by the Internet Archive, multi-terabyte datasets can be made available, as well as in use by the Wayback Machine, providing a path back to lost websites and work.","provide path to lost websites,provide path to work"
"Our collection has grown to the point of having sub-collections for the type of data we acquire. If you are seeking to browse the contents of these collections, the Wayback Machine is the best first stop. Otherwise, you are free to dig into the stacks to see what you may find.",acquire data
"To use ArchiveBot, drop by #archivebot on EFNet. To interact with ArchiveBot, you issue commands by typing it into the channel. Note you will need channel operator permissions in order to issue archiving jobs. The dashboard shows the sites being downloaded currently.","use ArchiveBot,show sites"
There is a dashboard running for the archivebot process at http://www.archivebot.com.,run  for archivebot process
ArchiveBot's source code can be found at https://github.com/ArchiveTeam/ArchiveBot.,find source code at https://github.com/ArchiveTeam/ArchiveBot.
"A processing interface for assigning a tag to each token in a list. Tags are case sensitive strings that identify some property of each token, such as its part of speech or its sense.","assign tag,identify property such_as part,identify case sensitive strings such_as part"
"Score the accuracy of the tagger against the gold standard. Strip the tags from the gold standard text, retag it using the tagger, then compute the accuracy score.","use tagger,compute accuracy score"
"Determine the most appropriate tag sequence for the given token sequence, and return a corresponding list of tagged tokens. A tagged token is encoded as a tuple (token, tag).","determine appropriate tag sequence for given token sequence,return corresponding list of tagged tokens,encode tagged token as tuple (token, tag)"
return [self.tag(sent) for sent in sentences],"return [ self.tag(sent),send  in sentences ]"
Brill’s transformational rule-based tagger. Brill taggers use an initial tagger (such as tag.DefaultTagger) to assign an initial tag sequence to a text; and then apply an ordered list of transformational rules to correct the tags of individual tokens. These transformation rules are specified by the TagRule interface.,"use initial tagger,assign initial tag sequence to text,apply ordered list of transformational rules,specify transformation rules"
"Brill taggers can be created directly, from an initial tagger and a list of transformational rules; but more often, Brill taggers are created by learning rules from a training corpus, using one of the TaggerTrainers available.","learn rules from training corpus,create brill taggers from initial tagger,create brill taggers from list,create brill taggers"
Tags by applying each rule to the entire corpus (rather than all rules to a single sequence). The point is to collect statistics on the test set for individual rules.,"apply rule to entire corpus,set  for individual rules"
"NOTE: This is inefficient (does not build any index, so will traverse the entire corpus N times for N rules) – usually you would not care about statistics for individual rules and thus use batch_tag() instead",use batch_tag()
"Print a list of all templates, ranked according to efficiency.",print list of templates
"If test_stats is available, the templates are ranked according to their relative contribution (summed for all rules created from a given template, weighted by score) to the performance on the test set. If no test_stats, then statistics collected during training are used instead. There is also an unweighted measure (just counting the rules). This is less informative, though, as many low-score rules will appear towards end of training.",use statistics
"printunused (bool) – if True, print a list of all unused templates",print list of unused templates
Return the ordered list of transformation rules that this tagger has learnt,order list of transformation rules
the ordered list of transformation rules that correct the initial tagging,order list of transformation rules
"Determine the most appropriate tag sequence for the given token sequence, and return a corresponding list of tagged tokens. A tagged token is encoded as a tuple (token, tag).","determine appropriate tag sequence for given token sequence,return corresponding list of tagged tokens,encode tagged token as tuple (token, tag)"
"Return a named statistic collected during training, or a dictionary of all available statistics if no name given","return named statistic of available statistics,return dictionary of available statistics"
"Print the available template sets in this demo, with a short description”","set  with short description,set  in demo"
"Trains the Brill tagger on the corpus train_sents, producing at most max_rules transformations, each of which reduces the net number of errors in the corpus by at least min_score, and each of which has accuracy not lower than min_acc.",produce  at most max_rules transformations
"#templates >>> Template._cleartemplates() #clear any templates created in earlier tests >>> templates = [Template(Pos([-1])), Template(Pos([-1]), Word([0]))]",create  in earlier tests
"# a high-accuracy tagger >>> tagger2 = tt.train(training_data, max_rules=10, min_acc=0.99) TBL train (fast) (seqs: 100; tokens: 2417; tpls: 2; min score: 2; min acc: 0.99) Finding initial useful rules…",find initial useful rules
Found 845 useful rules.,find useful rules
S F r O | Score = Fixed - Broken c i o t | R Fixed = num tags changed incorrect -> correct o x k h | u Broken = num tags changed correct -> incorrect r e e e | l Other = num tags changed incorrect -> incorrect e d n r | e,change broken c i o t
min_score (int) – stop training when no rules better than min_score can be found,find rules
the learned tagger,learn tagger
A module for POS tagging using CRFSuite,use CRFSuite
A module for POS tagging using CRFSuite https://pypi.python.org/pypi/python-crfsuite,use CRFSuite https://pypi.python.org/pypi/python-crfsuite
Train a new model using ``train’’ function,use train
Use the pre-trained model which is set via ``set_model_file’’ function,"use pre-trained model,set pre-trained model via set_model_file function"
Train a new model using ``train’’ function,use train
Use the pre-trained model which is set via ``set_model_file’’ function,"use pre-trained model,set pre-trained model via set_model_file function"
"Train the CRF tagger using CRFSuite :params train_data : is the list of annotated sentences. :type train_data : list (list(tuple(str,str))) :params model_file : the model will be saved to this file.","use CRFSuite,save model to file"
"Hidden Markov Models (HMMs) largely used to assign the correct label sequence to sequential data or assess the probability of a given label and data sequence. These models are finite state machines characterised by a number of states, transitions between these states, and output symbols emitted while in each state. The HMM is an extension to the Markov chain, where each state corresponds deterministically to a given event. In the HMM the observation is a probabilistic function of the state. HMMs share the Markov chain’s assumption, being that the probability of transition from one state to another only depends on the current state - i.e. the series of states that led to the current state are not used. They are also time invariant.","assign correct label sequence to sequential data,share assumption"
"The HMM is a directed graph, with probability weighted edges (representing the probability of a transition between the source and sink states) where each vertex emits an output symbol when entered. The symbol (or observation) is non-deterministically generated. For this reason, knowing that a sequence of output observations was generated by a given HMM does not mean that the corresponding sequence of states (and what the current state is) is known. This is the ‘hidden’ in the hidden markov model.","generate symbol,generate sequence of output observations"
"To ground this discussion, take a common NLP application, part-of-speech (POS) tagging. An HMM is desirable for this task as the highest probability tag sequence can be calculated for a given sequence of word forms. This differs from other tagging techniques which often tag each word individually, seeking to optimise each individual tagging greedily without regard to the optimal combination of tags for a larger unit, such as a sentence. The HMM does this with the Viterbi algorithm, which efficiently computes the optimal path through the graph given the sequence of words forms.","calculate highest probability for given sequence,compute optimal path through graph,compute Viterbi algorithm through graph"
"This discussion assumes that the HMM has been trained. This is probably the most difficult task with the model, and requires either MLE estimates of the parameters or unsupervised learning using the Baum-Welch algorithm, a variant of EM.",use baum-welch algorithm
"For more information, please consult the source code for this module, which includes extensive demonstration code.","include extensive demonstration code,include module"
"Hidden Markov model class, a generative model for labelling sequence data. These models define the joint probability of a sequence of symbols and their labels (state transitions) as the product of the starting state probability, the probability of each state transition, and the probability of each observation being generated from each state. This is described in more detail in the module documentation.","define probability as product,define probability of observation,define probability of sequence,define probability of state transition,define joint probability as product,define joint probability of observation,define joint probability of sequence,define joint probability of state transition,define probability as product,define probability of observation,define probability of sequence,define probability of state transition,define labels as product,define labels of observation,define labels of sequence,define labels of state transition,generate  from state,describe  in more detail"
"This implementation is based on the HMM description in Chapter 8, Huang, Acero and Hon, Spoken Language Processing and includes an extension for training shallow HMM parsers or specialized HMMs as in Molina et. al, 2002. A specialized HMM modifies training data by applying a specialization function to create a new training set that is more appropriate for sequential tagging with an HMM. A typical use case is chunking.","include extension for training,modify training data by applying,apply specialization function,create new training set"
outputs (ConditionalProbDistI) – output probabilities; Pr(o_k | s_i) is the probability of emitting symbol k when entering state i,enter state i.
Returns the state sequence of the optimal (most probable) path through the HMM. Uses the Viterbi algorithm to calculate this part by dynamic programming.,"return state sequence through HMM,return state sequence of optimal path,calculate part by dynamic programming"
"Returns the state sequence of the optimal (most probable) path through the HMM. Uses the Viterbi algorithm to calculate this part by dynamic programming. This uses a simple, direct method, and is included for teaching purposes.","return state sequence through HMM,return state sequence of optimal path,calculate part by dynamic programming,use simple direct method,include  for teaching purposes"
Returns the entropy over labellings of the given sequence. This is given by:,return entropy over labellings
"The order of summation for the log terms can be flipped, allowing dynamic programming to be used to calculate the entropy. Specifically, we use the forward and backward probabilities (alpha, beta) giving:",calculate entropy
"This simply uses alpha and beta to find the probabilities of partial sequences, constrained to include the given state(s) at some point in time.","find probabilities of partial sequences,include given state at point"
"Returns the log-probability of the given symbol sequence. If the sequence is labelled, then returns the joint log-probability of the symbol, state sequence. Otherwise, uses the forward algorithm to find the log-probability over all label sequences.","return log-probability of given symbol sequence,return joint log-probability of symbol,use forward algorithm,find log-probability over label sequences"
"Returns the pointwise entropy over the possible states at each position in the chain, given the observation sequence.",return pointwise entropy over possible states
"Returns the probability of the given symbol sequence. If the sequence is labelled, then returns the joint probability of the symbol, state sequence. Otherwise, uses the forward algorithm to find the probability over all label sequences.","return probability of given symbol sequence,return joint probability of symbol,use forward algorithm,find probability over label sequences"
"Randomly sample the HMM to generate a sentence of a given length. This samples the prior distribution then the observation distribution and transition distribution for each subsequent observation and state. This will mostly generate unintelligible garbage, but can provide some amusement.","generate sentence of given length,generate unintelligible garbage,provide amusement"
Tags the sequence with the highest probability state sequence. This uses the best_path method to find the Viterbi path.,find Viterbi path
verbose (bool) – boolean flag indicating whether training should be verbose or include printed output,include printed output
Train a new HiddenMarkovModelTagger using the given labeled and unlabeled training instances. Testing will be performed if test instances are provided.,"use given labeled,use unlabeled training instances,perform testing,provide test instances"
