"Note: Stanford CoreNLP v.3.5+ requires Java 8, but works with Java 9/10/11 as well. If using Java 9/10/11, you need to add this Java flag to avoid errors (a CoreNLP library dependency uses the JAXB module that was deleted from the default libraries for Java 9+):","use Java 9
add Java flag"
The minimal command to run Stanford CoreNLP from the command line is:,run Stanford CoreNLP from command line
"If this command is run from the distribution directory, it processes the included sample file input.txt. We use a wildcard ""*"" after -cp to load all jar files in the current directory – it needs to be in quotes. This command writes the output to an XML file named input.txt.xml in the same directory.","process included sample file input.txt
run command from distribution directory
use wildcard \""*\"" after -cp
load jar files in current directory
write output to XML file"
"Your command line has to load the code, libraries, and model jars that CoreNLP uses. These are all contained in JAR files (compressed archives with extension “.jar”) which come in the CoreNLP download or which can be downloaded on demand from Maven Central. The easiest way to make them available is with a command line like this, where /Users/me/corenlp/ should be changed to the path where you put CoreNLP:","load code
load libraries
load model jars
download  from Maven central
download  on demand
change /Users/me/corenlp/ to path"
"Alternatively, you can [add this path to your CLASSPATH environment variable](https://en.wikipedia.org/wiki/Classpath_(Java%29), so these libraries are always available.",add path to CLASSPATH environment variable ]
"The “*” (which must be enclosed in quotes) says to add all JAR files in the given directory to the classpath. You can also individually specify the needed jar files. Use the following sort of command line, adjusting the JAR file date extensions VV to your downloaded release.","add JAR files in given directory
specify needed jar files
use following sort of command line
adjust JAR file date extensions VV to downloaded release"
"The command above works for Mac OS X or Linux. For Windows, the colons (:) separating the jar files need to be semi-colons (;). If you are not sitting in the distribution directory, you’ll also need to include a path to the files before each.","separate jar files
include path to files"
"Before using Stanford CoreNLP, it is usual to create a configuration file (a Java Properties file). Minimally, this file should contain the “annotators” property, which contains a comma-separated list of Annotators to use. For example, the setting below enables: tokenization, sentence splitting (required by most Annotators), POS tagging, lemmatization, NER, (constituency) parsing, and (rule-based) coreference resolution.","use Stanford CoreNLP
create configuration file
enable lemmatization
enable NER
enable parsing
enable tokenization
enable coreference resolution
enable sentence splitting
enable POS tagging"
"To use the properties in the properties file sampleProps.properties, you give a command as follows:",use properties in properties file sampleProps.properties
"However, if you just want to specify a few properties, you can instead place them on the command line. For example, we can specify annotators and the output format with:","specify few properties
place  on command line
specify annotators
specify output format"
"The -props parameter is optional. By default, Stanford CoreNLP will search for StanfordCoreNLP.properties in your classpath and use the defaults included in the distribution.","use defaults
search  by default
search  for StanfordCoreNLP.properties
include  in distribution"
"The -annotators argument is also optional. If you leave it out, the code uses a built in properties file, which enables the following annotators: tokenization and sentence splitting, POS tagging, lemmatization, NER, dependency parsing, and statistical coreference resolution: annotators = tokenize, ssplit, pos, lemma, ner, depparse, coref.","use built annotators = tokenize, ssplit, pos, lemma, ner, depparse, coref
enable following annotators
enable properties file"
"If you have a lot of text but all you want to do is to, say, get part-of-speech (POS) tags, then you should definitely specify an annotators list, as above, since you can then omit later annotators which invoke much more expensive processing that you don’t need. For example, you might give the command:","get part-of-speech tags
specify annotators list
omit later annotators"
"We provide a small shell script corenlp.sh. On Linux or OS X, this may be useful in allowing you to type shorter command lines to invoke CoreNLP. For example, you can instead say:",provide small shell script corenlp.sh
"You first have to have available a models jar file for the language you wish to use. You can download it from this site or you can use the models file on Maven Central. If using Maven, you add it to your pom file like this:","download  from site
use models file on Maven central
use maven
add  to pom file"
"Our examples assume that you are in the root directory of CoreNLP and that these extra jar files are also available there. Each language jar contains a default properties file for the appropriate language. Working with text in another language is then as easy as specifying this properties file. For example, for Chinese:",specify properties file
You can as usual specify details on the annotators and properties:,"specify details on annotators
specify details on properties"
"To process one file, use the -file option followed by a filename. To process a list of files, use the -fileList parameter:","process file
use -file option
process list of files
use -fileList parameter
use files"
where the -fileList parameter points to a file which lists all files to be processed (one per line).,list file
"If you do not specify any properties that load input files (and do not specify any input or output redirections), then you will be placed in the interactive shell. Type q to exit.",place  in interactive shell
