"orjson supports CPython 3.7, 3.8, 3.9, and 3.10. It distributes x86_64/amd64 and aarch64/armv8 wheels for Linux and macOS. It distributes x86_64/amd64 wheels for Windows. orjson does not support PyPy. Releases follow semantic versioning and serializing a new object type without an opt-in flag is considered a breaking change.","support cpython,"
"orjson is licensed under both the Apache 2.0 and MIT licenses. The repository and issue tracker is github.com/ijl/orjson, and patches may be submitted there. There is a CHANGELOG available in the repository.","submit patches,"
To install a wheel from PyPI:,"install wheel from pypi,"
"orjson version 3 serializes more types than version 2. Subclasses of str, int, dict, and list are now serialized. This is faster and more similar to the standard library. It can be disabled with orjson.OPT_PASSTHROUGH_SUBCLASS.dataclasses.dataclass instances are now serialized by default and cannot be customized in a default function unless option=orjson.OPT_PASSTHROUGH_DATACLASS is specified. uuid.UUID instances are serialized by default. For any type that is now serialized, implementations in a default function and options enabling them can be removed but do not need to be. There was no change in deserialization.","specify option = orjson.OPT_PASSTHROUGH_DATACLASS,remove implementations in default function,remove implementations in options,remove implementations for type,"
"To migrate from the standard library, the largest difference is that orjson.dumps returns bytes and json.dumps returns a str. Users with dict objects using non-str keys should specify option=orjson.OPT_NON_STR_KEYS. sort_keys is replaced by option=orjson.OPT_SORT_KEYS. indent is replaced by option=orjson.OPT_INDENT_2 and other levels of indentation are not supported.","replace dict objects,replace users with dict objects,"
"It natively serializes str, dict, list, tuple, int, float, bool, dataclasses.dataclass, typing.TypedDict, datetime.datetime, datetime.date, datetime.time, uuid.UUID, numpy.ndarray, and None instances. It supports arbitrary types through default. It serializes subclasses of str, int, dict, list, dataclasses.dataclass, and enum.Enum. It does not serialize subclasses of tuple to avoid serializing namedtuple objects as arrays. To avoid serializing subclasses, specify the option orjson.OPT_PASSTHROUGH_SUBCLASS.","support arbitrary types through default,specify option orjson.OPT_PASSTHROUGH_SUBCLASS.,"
"It raises JSONEncodeError on an unsupported type. This exception message describes the invalid object with the error message Type is not JSON serializable: .... To fix this, specify default.","raise JSONEncodeError on unsupported type,specify default,"
It raises JSONEncodeError on a str that contains invalid UTF-8.,"raise JSONEncodeError on str UTF-8,"
"It raises JSONEncodeError on an integer that exceeds 64 bits by default or, with OPT_STRICT_INTEGER, 53 bits.","raise JSONEncodeError on integer,"
"It raises JSONEncodeError if a dict has a key of a type other than str, unless OPT_NON_STR_KEYS is specified.","raise JSONEncodeError,specify OPT_NON_STR_KEYS,"
It raises JSONEncodeError if the output of default recurses to handling by default more than 254 levels deep.,"raise JSONEncodeError,handle  by default,"
It raises JSONEncodeError on circular references.,"raise JSONEncodeError on circular references,"
It raises JSONEncodeError if a tzinfo on a datetime object is unsupported.,"raise JSONEncodeError,"
