,id,DISCUSSES_API,run1_result,run2_result,run3_result,final_result
0,33149428,True,False,False,False,False
1,34828701,False,False,False,False,False
2,39013425,True,False,False,False,False
3,38983145,True,False,False,False,False
4,58957532,True,False,False,False,False
5,70306401,True,False,False,False,False
6,43478659,True,False,False,False,False
7,50095188,True,False,False,False,False
8,53567257,True,False,False,False,False
9,68900264,True,False,False,False,False
10,38779638,False,False,False,False,False
11,60223951,True,False,False,False,False
12,62201784,True,False,False,False,False
13,42648108,False,False,False,False,False
14,50158081,False,False,False,False,False
15,39560099,False,False,False,False,False
16,43544694,False,False,False,False,False
17,34917727,False,False,False,False,False
18,35248976,False,False,False,False,False
19,41778964,False,False,False,False,False
20,56876823,False,False,False,False,False
21,42309134,False,False,False,False,False
22,23909249,False,False,False,False,False
23,23000418,False,False,False,False,False
24,23021807,False,False,False,False,False
25,34251641,False,False,False,False,False
26,21447530,False,False,False,False,False
27,34100209,False,False,False,False,False
28,40660475,False,False,False,False,False
29,27365601,False,False,False,False,False
30,56631193,False,False,False,False,False
31,56776919,False,False,False,False,False
32,22623324,False,False,False,False,False
33,64342716,False,False,False,False,False
34,40832032,False,False,False,False,False
35,63942111,False,False,False,False,False
36,37865361,False,False,False,False,False
37,34752351,False,False,False,False,False
38,71176571,False,False,False,False,False
39,67688982,False,False,False,False,False
40,56893150,False,True,True,True,True
41,53806207,False,False,False,False,False
42,53159173,False,False,False,False,False
43,68468985,False,False,False,False,False
44,55423048,False,False,False,False,False
45,60323023,False,False,False,False,False
46,64386761,False,False,False,False,False
