,id,DISCUSSES_API,run1_result,run2_result,run3_result,final_result
0,11976503,False,True,True,True,True
1,38256104,False,True,True,True,True
2,13636848,False,False,False,False,False
3,37697195,False,True,True,True,True
4,9787853,False,False,False,False,False
5,29351840,False,False,False,False,False
6,29761915,False,True,True,True,True
7,45869886,False,True,True,True,True
8,50168532,False,False,False,False,False
9,46563833,False,False,False,False,False
10,46732760,False,False,False,False,False
11,49671693,False,False,False,False,False
12,25095971,False,False,False,False,False
13,48051100,False,False,False,False,False
14,52783391,False,False,False,False,False
15,32250200,False,False,False,False,False
16,39276249,False,False,False,False,False
17,49522818,False,False,False,False,False
18,53645882,True,True,True,True,True
19,41815079,True,True,True,True,True
20,31528819,True,True,True,True,True
21,44367672,False,False,False,False,False
22,28174752,True,True,True,True,True
23,38242368,True,False,False,False,False
24,20206615,True,True,True,True,True
25,37095161,True,True,True,True,True
26,27065133,True,True,True,True,True
27,32676027,True,False,False,False,False
28,21201618,True,True,True,True,True
29,23940181,True,True,True,True,True
30,53688988,True,True,True,True,True
31,24614474,True,True,True,True,True
32,54673783,True,True,True,True,True
33,51057924,True,True,True,True,True
34,39985861,True,True,True,True,True
35,29280393,True,True,True,True,True
36,34227038,True,True,True,True,True
37,44937462,False,False,False,False,False
38,50020683,False,True,True,True,True
39,43394450,True,True,True,True,True
40,25688524,False,True,True,True,True
41,47131361,True,False,False,False,False
42,43059350,True,False,False,False,False
43,19452653,False,True,True,True,True
44,58276538,False,True,True,True,True
45,28143694,False,True,True,True,True
46,49120364,False,True,True,True,True
47,42812216,True,True,True,True,True
48,27251301,True,True,True,True,True
49,40575486,False,True,True,True,True
50,40621301,False,False,False,False,False
51,35235778,False,False,False,False,False
52,45262134,False,True,True,True,True
53,59723198,False,False,False,False,False
54,34369445,False,False,False,False,False
55,40052981,False,False,False,False,False
56,46386402,True,True,True,True,True
57,40533467,False,False,False,False,False
58,40566541,False,False,True,True,True
59,45796018,False,False,False,False,False
60,57304607,False,False,False,False,False
