id,,result,HAS_API,DISCUSSES_API
36925354,https://stackoverflow.com/questions/36925354,TRUE,FALSE,FALSE
32967201,https://stackoverflow.com/questions/32967201,TRUE,FALSE,FALSE
45748016,https://stackoverflow.com/questions/45748016,TRUE,FALSE,FALSE
38256104,https://stackoverflow.com/questions/38256104,TRUE,TRUE,TRUE
32801806,https://stackoverflow.com/questions/32801806,TRUE,TRUE,TRUE
33088010,https://stackoverflow.com/questions/33088010,TRUE,TRUE,FALSE
40339886,https://stackoverflow.com/questions/40339886,TRUE,TRUE,TRUE
33001585,https://stackoverflow.com/questions/33001585,TRUE,TRUE,FALSE
29806936,https://stackoverflow.com/questions/29806936,TRUE,TRUE,TRUE
39046931,https://stackoverflow.com/questions/39046931,TRUE,TRUE,TRUE
11637384,https://stackoverflow.com/questions/11637384,TRUE,TRUE,FALSE
71258548,https://stackoverflow.com/questions/71258548,TRUE,TRUE,TRUE
59132467,https://stackoverflow.com/questions/59132467,TRUE,TRUE,TRUE
41103800,https://stackoverflow.com/questions/41103800,TRUE,TRUE,TRUE
39862654,https://stackoverflow.com/questions/39862654,TRUE,TRUE,TRUE
57795399,https://stackoverflow.com/questions/57795399,TRUE,TRUE,FALSE
55695924,https://stackoverflow.com/questions/55695924,TRUE,TRUE,FALSE
35830833,https://stackoverflow.com/questions/35830833,TRUE,TRUE,TRUE
71565413,https://stackoverflow.com/questions/71565413,TRUE,TRUE,TRUE
51715082,https://stackoverflow.com/questions/51715082,TRUE,TRUE,FALSE
49583500,https://stackoverflow.com/questions/49583500,TRUE,TRUE,TRUE
47113449,https://stackoverflow.com/questions/47113449,TRUE,TRUE,TRUE
45635539,https://stackoverflow.com/questions/45635539,TRUE,TRUE,TRUE
30518588,https://stackoverflow.com/questions/30518588,TRUE,TRUE,TRUE
65773511,https://stackoverflow.com/questions/65773511,TRUE,TRUE,TRUE
68917844,https://stackoverflow.com/questions/68917844,TRUE,TRUE,TRUE
19590966,https://stackoverflow.com/questions/19590966,TRUE,TRUE,TRUE
45511085,https://stackoverflow.com/questions/45511085,TRUE,TRUE,FALSE
37360929,https://stackoverflow.com/questions/37360929,TRUE,TRUE,TRUE
56782842,https://stackoverflow.com/questions/56782842,TRUE,TRUE,FALSE
44294936,https://stackoverflow.com/questions/44294936,TRUE,TRUE,FALSE
43897018,https://stackoverflow.com/questions/43897018,TRUE,TRUE,TRUE
70819937,https://stackoverflow.com/questions/70819937,TRUE,TRUE,TRUE
75039860,https://stackoverflow.com/questions/75039860,TRUE,FALSE,FALSE
21655629,https://stackoverflow.com/questions/21655629,TRUE,TRUE,TRUE
72657415,https://stackoverflow.com/questions/72657415,TRUE,TRUE,FALSE
71545135,https://stackoverflow.com/questions/71545135,TRUE,TRUE,TRUE
74087564,https://stackoverflow.com/questions/74087564,TRUE,TRUE,FALSE
30644769,https://stackoverflow.com/questions/30644769,TRUE,TRUE,TRUE
33771675,https://stackoverflow.com/questions/33771675,TRUE,FALSE,FALSE
48519236,https://stackoverflow.com/questions/48519236,TRUE,FALSE,FALSE
29929639,https://stackoverflow.com/questions/29929639,TRUE,FALSE,FALSE
29138743,https://stackoverflow.com/questions/29138743,TRUE,TRUE,FALSE
55484356,https://stackoverflow.com/questions/55484356,TRUE,TRUE,FALSE
38543800,https://stackoverflow.com/questions/38543800,TRUE,TRUE,TRUE
61897319,https://stackoverflow.com/questions/61897319,TRUE,TRUE,FALSE
60237702,https://stackoverflow.com/questions/60237702,TRUE,TRUE,TRUE
44568806,https://stackoverflow.com/questions/44568806,TRUE,FALSE,FALSE
11761884,https://stackoverflow.com/questions/11761884,TRUE,TRUE,TRUE
53002047,https://stackoverflow.com/questions/53002047,TRUE,TRUE,TRUE
12193253,https://stackoverflow.com/questions/12193253,TRUE,TRUE,TRUE
53927219,https://stackoverflow.com/questions/53927219,TRUE,TRUE,TRUE
53853826,https://stackoverflow.com/questions/53853826,TRUE,TRUE,TRUE
