,id,Unnamed: 1,result,HAS_API,DISCUSSES_API,discusses_api_result,lexrank_summary
0,33149428,https://stackoverflow.com/questions/33149428,True,True,True,False,I am always bothered when I make a bar plot with pandas and I want to change the names of the labels in the legend. Consider for instance the output of this code:
1,34828701,https://stackoverflow.com/questions/34828701,True,True,False,False,"I'm trying to plot a Pandas DataFrame, and add a line to show the mean and median. So apparently the x values are treated as 0, 1, 2, ... rather than 160, 165, 170, ... How can I draw lines so that their x values match those of the x axis?"
2,39013425,https://stackoverflow.com/questions/39013425,True,True,True,False,"Multiple stacked bar plot with pandas. As you can see, the bars within each cluster are plotted on top of each other, which is not what I want to achieve."
3,38983145,https://stackoverflow.com/questions/38983145,True,True,True,False,"I am trying to make a multiple stacked bar plot with pandas. The doc says that the ""position"" argument for a bar plot specifies the relative position of the bar, with 0 being left and 1 being right."
4,58957532,https://stackoverflow.com/questions/58957532,True,True,True,False,"pandas bar plot cuts off ends of x-axis. I have a DataFrame and want a fairly simple, horizonal bar chart."
5,70306401,https://stackoverflow.com/questions/70306401,True,True,True,False,"My bar plots work fine but I still have the same issue every time: my x-axis is not in growing order, which isn't of the highest importance but it still bothers me. I realize this must be pretty simple but I just can't figure out how to do it; and I have the same issue with all my other graphs..."
6,43478659,https://stackoverflow.com/questions/43478659,True,True,True,False,Setting xticks in pandas bar plot. I came across this different behaviour in the third example plot below.
7,50095188,https://stackoverflow.com/questions/50095188,True,True,True,False,"Why isn't pandas df.plot.bar() accepting an array for width?. Per the documentation, matplotlib's bar and barh accept a single value or an array of widths, one for each bar."
8,53567257,https://stackoverflow.com/questions/53567257,True,True,True,False,"Add error bar to a single column in pandas plot. I have a dataframe which looks like this: I want to make a bar plot with error bars using STD only on the Pred column, and not on the Actual column."
9,68900264,https://stackoverflow.com/questions/68900264,True,True,True,False,I have a dataframe with the following columns: I want to plot a double bar graph with the columns as each gender and the values as the count of how many of each gender are in class A vs B respectively. So the bars should be grouped by gender and there should be 2 bars - one for each class.
10,38779638,https://stackoverflow.com/questions/38779638,True,True,False,False,"I am trying to display a bar plot in pandas 0.18.1 where the values for the different columns are displayed on top of each other but not added. So in the example below This gives the Dataframe I get for the second point ""16"" a max height of 1 + 4 = 5 ."
11,60223951,https://stackoverflow.com/questions/60223951,True,True,True,False,How do i plot a pandas.DataFrame.plot.bar() with this weird columns in my pandas dataframe?. I currently have this dataframe that look like this:
